Date,Return,Cumulative
2019-12-01,0.01163351415627612,13.202753727953217
2020-01-01,-0.01025911383589262,13.06730517451089
2020-02-01,-0.14945741183202313,11.11429956350929
2020-03-01,0.13671706919281515,12.633814025963266
2020-04-01,0.08533032596679051,13.711861495002523
2020-05-01,0.020688587025529993,13.995540534823897
2020-06-01,0.12701810478634182,15.773227569017655
2020-07-01,0.10213853526977115,17.384281929393893
2020-08-01,-0.03754173085658762,16.731645896065547
2020-09-01,0.003660627291231161,16.792894215659903
2020-10-01,0.19722221768096007,20.104826054154117
2020-11-01,0.07734800352184638,21.65989421059694
2020-12-01,0.053478123059230075,22.818224698641146
2021-01-01,0.10709213094806691,25.261877006070435
2021-02-01,-0.019254405396672912,24.775474585114665
2021-03-01,0.02465018515752848,25.386194621003384
2021-04-01,0.02989059951031654,26.145003197510746
2021-05-01,0.014892772965043294,26.534374794301602
2021-06-01,-0.03264852247098411,25.66806666257633
2021-07-01,0.02601540151448762,26.335831722903887
2021-08-01,-0.04068020028281289,25.264484813801698
2021-09-01,0.10468812721540303,27.909376414020585
2021-10-01,-0.0010444770374850088,27.880225711225616
2021-11-01,-0.04206911181163529,26.707329378446435
2021-12-01,-0.12493171963165865,23.370736792428005
2022-01-01,0.011479150910816633,23.639013006965257
2022-02-01,0.08580009146849245,25.66724248518776
2022-03-01,-0.0329384239652689,24.821803970191283
2022-04-01,0.06944888605612684,26.545650605824616
2022-05-01,-0.15687886826410888,22.381198981448392
2022-06-01,0.08495052621715063,24.282493612293187
2022-07-01,0.039728101004775036,25.247190971170173
2022-08-01,-0.07869963600639543,23.26024623155513
2022-09-01,0.15225503613300875,26.801735862003238
2022-10-01,0.06284573059205836,28.486110533386203
2022-11-01,-0.07837114309925468,26.25362148843301
2022-12-01,0.016576083091103293,26.68880369966765
2023-01-01,-0.0017827187951585887,26.641225067691952
2023-02-01,0.003166778569438028,26.725591928299895
2023-03-01,-0.006346560988648253,26.555976329169216
2023-04-01,0.08372742802756594,28.779439925971477
2023-05-01,0.09354192871963282,31.471524244117656
2023-06-01,0.05545764426584495,33.21686084015185
2023-07-01,-0.04928835633956476,31.579656366580714
2023-08-01,-0.04689368414639446,30.098769935474603
2023-09-01,-0.028383470416485757,29.244462389438446
2023-10-01,0.12232963138081657,32.821926693468605
2023-11-01,0.04923749196286299,34.43799604524395
2023-12-01,0.0330453808409847,35.57601273995936
2024-01-01,0.05485140888245853,37.52740716116642
2024-02-01,0.060566251536048776,39.80030154278535
2024-03-01,-0.06988456826665776,37.018874652585
2024-04-01,0.07564470047959539,39.81915633777148
2024-05-01,-0.0059754418434329,39.58121928482056
2024-06-01,-0.030980503720871865,38.354973173490535
2024-07-01,0.0012777204082544292,38.40398010547235
2024-08-01,0.04049216629225487,39.95904045418758
2024-09-01,0.004214128540063866,40.12743298699914
2024-10-01,0.06502872032020039,42.73686860387829
2024-11-01,-0.07831810206002558,39.38979816683385
